timer,fight_result,has_round_started,is_round_over,player1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_in_move,p1_move_id,player1_buttons_up,player1_buttons_down,player1_buttons_right,player1_buttons_left,player1_buttons_select,player1_buttons_start,player1_buttons_y,player1_buttons_b,player1_buttons_x,player1_buttons_a,player1_buttons_l,player1_buttons_r,player2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_in_move,p2_move_id,diff_x,diff_y,diff_health
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,4,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,291,192,False,False,False,0,-86,0,0
153,NOT_OVER,False,False,4,176,203,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,288,192,False,False,False,0,-85,0,0
153,NOT_OVER,False,False,4,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,279,192,False,False,False,0,-78,0,0
153,NOT_OVER,False,False,4,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,278,192,False,False,False,0,-77,0,0
153,NOT_OVER,False,False,4,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,278,192,False,False,False,0,-77,0,0
153,NOT_OVER,False,False,4,176,200,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,276,192,False,False,False,0,-76,0,0
153,NOT_OVER,False,False,4,176,197,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,273,192,False,False,False,0,-76,0,0
153,NOT_OVER,False,False,4,176,197,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,273,192,False,False,False,0,-76,0,0
153,NOT_OVER,False,False,4,176,195,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,270,192,False,False,False,0,-75,0,0
153,NOT_OVER,False,False,4,176,193,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,269,192,False,False,False,0,-76,0,0
153,NOT_OVER,False,False,4,176,192,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,267,192,False,False,False,0,-75,0,0
153,NOT_OVER,False,False,4,176,190,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,257,192,False,False,False,0,-67,0,0
153,NOT_OVER,False,False,4,176,190,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,256,192,False,False,False,0,-66,0,0
153,NOT_OVER,False,False,4,176,190,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,256,192,False,False,False,0,-66,0,0
153,NOT_OVER,False,False,4,176,189,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,254,192,False,False,False,0,-65,0,0
153,NOT_OVER,False,False,4,176,187,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,253,192,False,False,False,0,-66,0,0
153,NOT_OVER,False,False,4,176,186,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,251,192,False,False,False,0,-65,0,0
153,NOT_OVER,False,False,4,176,184,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,249,192,False,False,False,0,-65,0,0
152,NOT_OVER,True,False,4,176,184,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,249,192,False,False,False,0,-65,0,0
152,NOT_OVER,True,False,4,176,181,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,246,192,False,False,False,0,-65,0,0
152,NOT_OVER,True,False,4,176,180,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,244,192,False,False,False,0,-64,0,0
152,NOT_OVER,True,False,4,176,179,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,243,192,False,False,False,0,-64,0,0
152,NOT_OVER,True,False,4,176,177,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,241,192,False,False,False,0,-64,0,0
152,NOT_OVER,True,False,4,176,177,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,241,192,False,False,False,0,-64,0,0
152,NOT_OVER,True,False,4,176,175,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,238,192,False,False,False,0,-63,0,0
152,NOT_OVER,True,False,4,176,174,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,237,192,False,False,False,0,-63,0,0
152,NOT_OVER,True,False,4,176,173,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,235,192,False,False,False,0,-62,0,0
152,NOT_OVER,True,False,4,176,171,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,234,192,False,False,False,0,-63,0,0
152,NOT_OVER,True,False,4,176,171,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,234,192,False,False,False,0,-63,0,0
152,NOT_OVER,True,False,4,176,169,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-62,0,0
152,NOT_OVER,True,False,4,176,169,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-62,0,0
152,NOT_OVER,True,False,4,176,168,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-63,0,0
152,NOT_OVER,True,False,4,176,165,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-66,0,0
152,NOT_OVER,True,False,4,176,164,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-67,0,0
152,NOT_OVER,True,False,4,176,164,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-67,0,0
152,NOT_OVER,True,False,4,176,161,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-70,0,0
152,NOT_OVER,True,False,4,176,160,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-71,0,0
152,NOT_OVER,True,False,4,176,159,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-72,0,0
152,NOT_OVER,True,False,4,176,159,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-72,0,0
152,NOT_OVER,True,False,4,176,158,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-73,0,0
152,NOT_OVER,True,False,4,176,154,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-77,0,0
152,NOT_OVER,True,False,4,176,154,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-77,0,0
152,NOT_OVER,True,False,4,176,156,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-75,0,0
152,NOT_OVER,True,False,4,176,156,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-75,0,0
152,NOT_OVER,True,False,4,176,158,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-73,0,0
152,NOT_OVER,True,False,4,176,160,192,False,False,False,0,False,False,True,False,False,False,False,False,False,False,False,False,6,176,231,192,False,False,False,0,-71,0,0
152,NOT_OVER,True,False,4,176,163,192,False,False,False,0,False,False,True,False,False,False,False,False,False,True,False,False,6,176,231,192,False,False,False,0,-68,0,0
152,NOT_OVER,True,False,4,176,163,192,False,False,True,131587,False,False,False,False,False,False,False,False,False,True,False,False,6,176,231,192,False,False,False,0,-68,0,0
152,NOT_OVER,True,False,4,176,163,192,False,False,True,131587,False,False,False,False,False,False,False,False,False,True,False,False,6,176,231,192,False,False,False,0,-68,0,0
151,NOT_OVER,True,False,4,176,163,192,False,False,True,131587,False,False,True,False,False,False,True,False,False,False,False,False,6,176,231,192,False,False,False,0,-68,0,0
151,NOT_OVER,True,False,4,176,163,192,False,False,True,131587,False,False,True,False,False,False,True,False,False,False,False,False,6,176,231,192,False,False,False,0,-68,0,0
151,NOT_OVER,True,False,4,176,163,192,False,False,True,131587,False,False,True,False,False,False,True,False,False,False,False,False,6,176,231,192,False,False,False,0,-68,0,0
